"","scientificName","WKT","institutionCode","basisOfRecord","occurrenceID","catalogNumber","eventDate","year","month","day","georeferenceVerificationStatus","kingdom","phylum","class","order","family","scientific_name","subgenus","accepted_name","decimalLatitude","decimalLongitude"
"295","Panurginus bilobatus Michener, 1937","POINT (-117.9828 34.52111)","KU","PRESERVED_SPECIMEN","36fc0910-1ed6-11e3-bfac-90b11c41863e","383403","1942-04-19T00:00:00",1942,4,19,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Panurginus bilobatus",NA,"Panurginus bilobatus",34.52111,-117.9828
"296","Megachile perihirta Cockerell, 1898","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","3908e0d7-1ed6-11e3-bfac-90b11c41863e","510521","1937-06-05T00:00:00",1937,6,5,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile perihirta",NA,"Megachile perihirta",36.60611,-118.0619
"297","Perdita sonorensis Cockerell, 1899","POINT (-116.6633 36.19111)","KU","PRESERVED_SPECIMEN","2440b96c-1ed6-11e3-bfac-90b11c41863e","228292","1938-04-13T00:00:00",1938,4,13,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita sonorensis",NA,"Perdita sonorensis",36.19111,-116.6633
"298","Andrena palpalis Timberlake, 1951","POINT (-117.1764 36.29278)","KU","PRESERVED_SPECIMEN","33ba2a5a-1ed6-11e3-bfac-90b11c41863e","374754","1937-03-06T00:00:00",1937,3,6,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena palpalis",NA,"Andrena palpalis",36.29278,-117.1764
"299","Atoposmia robustula (Cockerell, 1935)","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","3553cf58-1ed6-11e3-bfac-90b11c41863e","460914","1937-06-15T00:00:00",1937,6,15,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Atoposmia robustula",NA,"Atoposmia robustula",36.60611,-118.0619
"300","Osmia albolateralis Cockerell, 1906","POINT (-117.45 34.95)","KU","PRESERVED_SPECIMEN","3639f139-1ed6-11e3-bfac-90b11c41863e","464315","1936-05-16T00:00:00",1936,5,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia albolateralis",NA,"Osmia albolateralis",34.95,-117.45
"301","Lasioglossum nigrescens (Crawford, 1907)","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","3653c617-1ed6-11e3-bfac-90b11c41863e","428602","1937-06-16T00:00:00",1937,6,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum nigrescens",NA,"Lasioglossum nigrescens",36.60611,-118.0619
"302","Melissodes dagosa Cockerell, 1909","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","3ffa9ca3-1ed6-11e3-bfac-90b11c41863e","604553","1937-06-15T00:00:00",1937,6,15,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melissodes dagosa",NA,"Melissodes dagosa",36.60611,-118.0619
"303","Colletes productus Robertson, 1891","POINT (-116.6633 36.19111)","KU","PRESERVED_SPECIMEN","4306accf-1ed6-11e3-bfac-90b11c41863e","1000866","1939-04-08T00:00:00",1939,4,8,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Colletes productus",NA,"Colletes productus",36.19111,-116.6633
"304","Neolarra linsleyi Michener, 1939","POINT (-116.8667 36.45556)","KU","PRESERVED_SPECIMEN","09d6a81d-c9b9-450a-bdf8-a33802766711","1442248","1980-04-22T00:00:00",1980,4,22,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Neolarra linsleyi",NA,"Neolarra linsleyi",36.45556,-116.8667
"305","Chelostoma bernardinum Michener, 1938","POINT (-117.45 34.95)","KU","PRESERVED_SPECIMEN","1758b485-1ed6-11e3-bfac-90b11c41863e","558977","1936-05-16T00:00:00",1936,5,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Chelostoma bernardinum",NA,"Chelostoma bernardinum",34.95,-117.45
"306","Osmia ribifloris Cockerell, 1900","POINT (-117.45 34.95)","KU","PRESERVED_SPECIMEN","24c04a73-1ed6-11e3-bfac-90b11c41863e","429579","1936-05-16T00:00:00",1936,5,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia ribifloris",NA,"Osmia ribifloris",34.95,-117.45
"307","Hylaeus sonorensis Cockerell, 1924","POINT (-117.0944 36.11833)","KU","PRESERVED_SPECIMEN","251e70ea-1ed6-11e3-bfac-90b11c41863e","210833","1957-04-25T00:00:00",1957,4,25,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Hylaeus sonorensis",NA,"Hylaeus sonorensis",36.11833,-117.0944
"308","Andrena concinnula (Cockerell, 1898)","POINT (-117.1764 36.29278)","KU","PRESERVED_SPECIMEN","3f651319-1ed6-11e3-bfac-90b11c41863e","399343","1937-03-06T00:00:00",1937,3,6,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena concinnula",NA,"Andrena concinnula",36.29278,-117.1764
"309","Osmia gaudiosa Cockerell, 1907","POINT (-117.45 34.95)","KU","PRESERVED_SPECIMEN","4094a028-1ed6-11e3-bfac-90b11c41863e","464261","1936-05-16T00:00:00",1936,5,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia gaudiosa",NA,"Osmia gaudiosa",34.95,-117.45
"310","Colletes deserticola Timberlake, 1951","POINT (-116.8667 36.45556)","KU","PRESERVED_SPECIMEN","42c039fe-1ed6-11e3-bfac-90b11c41863e","996085","1937-04-15T00:00:00",1937,4,15,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Colletes deserticola",NA,"Colletes deserticola",36.45556,-116.8667
"311","Neopasites mojavensis (Linsley, 1943)","POINT (-118.0141 35.0525)","KU","PRESERVED_SPECIMEN","17fb062d-1ed6-11e3-bfac-90b11c41863e","498076","1983-05-02T00:00:00",1983,5,2,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Neopasites mojavensis",NA,"Neopasites mojavensis",35.0525,-118.0141
"312","Coelioxys octodentata Say, 1824","POINT (-118.074 36.60414)","KU","PRESERVED_SPECIMEN","1b2c2a09-1ed6-11e3-bfac-90b11c41863e","467851","1930-08-19T00:00:00",1930,8,19,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Coelioxys octodentata",NA,"Coelioxys octodentata",36.60414,-118.074
"313","Atoposmia abjecta (Cresson, 1878)","POINT (-117.3944 35.74722)","KU","PRESERVED_SPECIMEN","1d58e0c4-1ed6-11e3-bfac-90b11c41863e","460748","1937-05-22T00:00:00",1937,5,22,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Atoposmia abjecta",NA,"Atoposmia abjecta",35.74722,-117.3944
"314","Melissodes velutina (Cockerell, 1916)","POINT (-117.0944 36.11833)","KU","PRESERVED_SPECIMEN","20311773-1ed6-11e3-bfac-90b11c41863e","500352","1937-05-30T00:00:00",1937,5,30,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melissodes velutina",NA,"Melissodes velutina",36.11833,-117.0944
"315","Conanthalictus macrops Cockerell, 1916","POINT (-117.585 34.99444)","KU","PRESERVED_SPECIMEN","3c2411c3-1ed6-11e3-bfac-90b11c41863e","292637","1962-04-18T00:00:00",1962,4,18,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Conanthalictus macrops",NA,"Conanthalictus macrops",34.99444,-117.585
"316","Perdita flavipes Timberlake, 1964","POINT (-116.6633 36.19111)","KU","PRESERVED_SPECIMEN","44a41ed7-1ed6-11e3-bfac-90b11c41863e","1009146","1938-04-15T00:00:00",1938,4,15,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita flavipes",NA,"Perdita flavipes",36.19111,-116.6633
"317","Hoplitis producta (Cresson, 1864)","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","1ad00e25-1ed6-11e3-bfac-90b11c41863e","462052","1937-06-04T00:00:00",1937,6,4,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis producta",NA,"Hoplitis producta",36.60611,-118.0619
"318","Perdita crotonis crotonis","POINT (-117.8476 36.46677)","KU","PRESERVED_SPECIMEN","29efb1d9-1ed6-11e3-bfac-90b11c41863e","322119","1937-05-22T00:00:00",1937,5,22,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita crotonis",NA,"Perdita crotonis",36.46677,-117.8476
"319","Perdita dammersi Timberlake, 1964","POINT (-117.8476 36.46677)","KU","PRESERVED_SPECIMEN","3c25a3dc-1ed6-11e3-bfac-90b11c41863e","411451","1937-05-22T00:00:00",1937,5,22,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita dammersi",NA,"Perdita dammersi",36.46677,-117.8476
"320","Eucera tricinctella (Timberlake, 1969)","POINT (-117.585 34.99444)","KU","PRESERVED_SPECIMEN","81f6101b-ffa8-48ee-8d96-66a3710327f8","741640","1959-04-19T00:00:00",1959,4,19,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Eucera tricinctella",NA,"Eucera tricinctella",34.99444,-117.585
"321","Hoplitis bullifacies Michener, 1947","POINT (-117.585 34.95107)","KU","PRESERVED_SPECIMEN","0322e5cf-f1be-44c1-8e08-f3e9409e64eb","1567002","1966-04-06T00:00:00",1966,4,6,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis bullifacies",NA,"Hoplitis bullifacies",34.95107,-117.585
"322","Hoplitis nanula (Timberlake & Michener, 1950)","POINT (-116.5933 35.29999)","KU","PRESERVED_SPECIMEN","1a2418d1-1ed6-11e3-bfac-90b11c41863e","462870","1953-04-26T00:00:00",1953,4,26,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Hoplitis nanula",NA,"Hoplitis nanula",35.29999,-116.5933
"323","Anthophora parkeri Orr, 2018","POINT (-115.6528 35.31609)","KU","PRESERVED_SPECIMEN","1db677e4-1ed6-11e3-bfac-90b11c41863e","430350","1990-05-02T00:00:00",1990,5,2,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora parkeri",NA,"Anthophora parkeri",35.31609,-115.6528
"324","Perdita scotti Timberlake, 1958","POINT (-116.8667 36.45556)","KU","PRESERVED_SPECIMEN","1fb67b4f-1ed6-11e3-bfac-90b11c41863e","215248","1974-09-01T00:00:00",1974,9,NA,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita scotti",NA,"Perdita scotti",36.45556,-116.8667
"325","Triepeolus punctoclypeus Rightmyer, 2008","POINT (-117.1764 36.29278)","KU","PRESERVED_SPECIMEN","3675fa86-1ed6-11e3-bfac-90b11c41863e","783185","1931-09-06T00:00:00",1931,9,6,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Triepeolus punctoclypeus",NA,"Triepeolus punctoclypeus",36.29278,-117.1764
"326","Melissodes bimatris LaBerge, 1961","POINT (-117.3333 34.59889)","KU","PRESERVED_SPECIMEN","38196f16-1ed6-11e3-bfac-90b11c41863e","513684","1934-10-28T00:00:00",1934,10,28,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melissodes bimatris",NA,"Melissodes bimatris",34.59889,-117.3333
"327","Megachile lippiae Cockerell, 1900","POINT (-117.0944 36.11833)","KU","PRESERVED_SPECIMEN","3bda878c-1ed6-11e3-bfac-90b11c41863e","423388","1937-06-19T00:00:00",1937,6,19,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile lippiae",NA,"Megachile lippiae",36.11833,-117.0944
"328","Neolarra vigilans (Cockerell, 1895)","POINT (-115.3153 35.52167)","KU","PRESERVED_SPECIMEN","3db79119-1ed6-11e3-bfac-90b11c41863e","416937","1935-09-14T00:00:00",1935,9,14,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Neolarra vigilans",NA,"Neolarra vigilans",35.52167,-115.3153
"329","Ashmeadiella californica (Ashmead, 1897)","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","40e68951-1ed6-11e3-bfac-90b11c41863e","459978","1937-05-24T00:00:00",1937,5,24,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Ashmeadiella californica",NA,"Ashmeadiella californica",36.60611,-118.0619
"330","Perdita genalis Timberlake, 1964","POINT (-117.0944 36.11833)","KU","PRESERVED_SPECIMEN","44a43e6c-1ed6-11e3-bfac-90b11c41863e","1009154","1958-02-08T00:00:00",1958,2,8,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita genalis",NA,"Perdita genalis",36.11833,-117.0944
"331","Melissodes glenwoodensis Cockerell, 1905","POINT (-117.3333 34.59889)","KU","PRESERVED_SPECIMEN","7c065dc9-7c11-4a4e-888c-7ac44b768270","745787","1951-10-24T00:00:00",1951,10,24,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melissodes glenwoodensis",NA,"Melissodes glenwoodensis",34.59889,-117.3333
"332","Anthophora bomboides sodalis Cresson, 1879","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","d93fdcca-5692-4703-9300-a72a45fbc01d","1332907","1937-06-22T00:00:00",1937,6,22,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora bomboides",NA,"Anthophora bomboides",36.60611,-118.0619
"333","Anthophora columbariae Timberlake & Cockerell, 1937","POINT (-116.58 34.04694)","KU","PRESERVED_SPECIMEN","357c986d-1ed6-11e3-bfac-90b11c41863e","441117","1960-04-12T00:00:00",1960,4,12,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora columbariae",NA,"Anthophora columbariae",34.04694,-116.58
"334","Osmia conjuncta Cresson, 1864","POINT (-116.6633 36.19111)","KU","PRESERVED_SPECIMEN","373e1b1a-1ed6-11e3-bfac-90b11c41863e","440485","1939-04-07T00:00:00",1939,4,7,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia conjuncta",NA,"Osmia conjuncta",36.19111,-116.6633
"335","Osmia malina Cockerell, 1909","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","380fdf6d-1ed6-11e3-bfac-90b11c41863e","464287","1937-06-05T00:00:00",1937,6,5,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia malina",NA,"Osmia malina",36.60611,-118.0619
"336","Bombus occidentalis Greene, 1858","POINT (-117.585 34.99444)","KU","PRESERVED_SPECIMEN","3cd964ee-1ed6-11e3-bfac-90b11c41863e","652731","1978-05-08T00:00:00",1978,5,8,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus occidentalis",NA,"Bombus occidentalis",34.99444,-117.585
"337","Centris pallida Fox, 1899","POINT (-115.57 34.73361)","KU","PRESERVED_SPECIMEN","459d0079-986c-474c-8b21-3d261234f4a3","1285294","1952-06-30T00:00:00",1952,6,30,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Centris pallida",NA,"Centris pallida",34.73361,-115.57
"338","Megachile parallela Smith, 1853","POINT (-118.074 36.60414)","KU","PRESERVED_SPECIMEN","17d3ee89-1ed6-11e3-bfac-90b11c41863e","730186","1937-05-24T00:00:00",1937,5,24,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile parallela",NA,"Megachile parallela",36.60414,-118.074
"339","Heriades cressoni Michener, 1938","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","1f156348-1ed6-11e3-bfac-90b11c41863e","461588","1940-07-28T00:00:00",1940,7,28,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Heriades cressoni",NA,"Heriades cressoni",36.60611,-118.0619
"340","Atoposmia nitidivitta (Michener, 1943)","POINT (-117.0944 36.11833)","KU","PRESERVED_SPECIMEN","1fa6948e-1ed6-11e3-bfac-90b11c41863e","460908","1937-05-27T00:00:00",1937,5,27,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Atoposmia nitidivitta",NA,"Atoposmia nitidivitta",36.11833,-117.0944
"341","Osmia titusi Cockerell, 1905","POINT (-117.585 34.99444)","KU","PRESERVED_SPECIMEN","2427f375-1ed6-11e3-bfac-90b11c41863e","464795","1949-04-27T00:00:00",1949,4,27,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia titusi",NA,"Osmia titusi",34.99444,-117.585
"342","Perdita thelypodii Timberlake, 1958","POINT (-118.0619 36.60611)","KU","PRESERVED_SPECIMEN","3f65e0f7-1ed6-11e3-bfac-90b11c41863e","229412","1937-06-14T00:00:00",1937,6,14,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita thelypodii",NA,"Perdita thelypodii",36.60611,-118.0619
"343","Anthophora ursina Cresson, 1869","POINT (-117.585 34.99444)","KU","PRESERVED_SPECIMEN","97aee571-0dfe-4aed-b2c2-3e82fe50a794","1333760","1978-05-08T00:00:00",1978,5,8,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora ursina",NA,"Anthophora ursina",34.99444,-117.585
"344","Andrena prolixa LaBerge, 1980","POINT (-118.074 36.60414)","KU","PRESERVED_SPECIMEN","33b80982-1ed6-11e3-bfac-90b11c41863e","374775","1937-06-11T00:00:00",1937,6,11,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena prolixa",NA,"Andrena prolixa",36.60414,-118.074
"345","Perdita scopata Timberlake, 1953","POINT (-116.58 34.04694)","KU","PRESERVED_SPECIMEN","37fecc13-1ed6-11e3-bfac-90b11c41863e","408322","1934-10-05T00:00:00",1934,10,5,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita scopata",NA,"Perdita scopata",34.04694,-116.58
"346","Perdita lateralis lateralis","POINT (-117.6744 37.09583)","KU","PRESERVED_SPECIMEN","1a8779b8-1ed6-11e3-bfac-90b11c41863e","299921","1995-05-14T00:00:00",1995,5,14,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita lateralis",NA,"Perdita lateralis",37.09583,-117.6744
"347","Lasioglossum anhypops McGinley, 1986","POINT (-117.45 34.95)","KU","PRESERVED_SPECIMEN","1acdeb6c-1ed6-11e3-bfac-90b11c41863e","445651","1936-05-16T00:00:00",1936,5,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum anhypops",NA,"Lasioglossum anhypops",34.95,-117.45
"348","Lasioglossum nevadense (Crawford, 1907)","POINT (-117.0944 36.11833)","KU","PRESERVED_SPECIMEN","1b673646-1ed6-11e3-bfac-90b11c41863e","489955","1937-05-29T00:00:00",1937,5,29,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Lasioglossum nevadense",NA,"Lasioglossum nevadense",36.11833,-117.0944
"349","Perdita koebelei concinna Timberlake, 1964","POINT (-117.5908 36.26806)","KU","PRESERVED_SPECIMEN","44a489ba-1ed6-11e3-bfac-90b11c41863e","1009293","1958-05-08T00:00:00",1958,5,8,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita koebelei",NA,"Perdita koebelei",36.26806,-117.5908
"350","Anthophora curta Provancher, 1895","POINT (-117.5714 34.42611)","KU","PRESERVED_SPECIMEN","6f511334-561d-410d-9cc3-cd5b856fa318","1331762","1952-06-27T00:00:00",1952,6,27,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophora curta",NA,"Anthophora curta",34.42611,-117.5714
"351","Ceratina arizonensis Cockerell, 1898","POINT (-117.3856 34.4539)","KU","PRESERVED_SPECIMEN","35344fe7-1ed6-11e3-bfac-90b11c41863e","484631","1933-03-05T00:00:00",1933,3,5,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Ceratina arizonensis",NA,"Ceratina arizonensis",34.4539,-117.3856
"352","Dufourea nemophilae (Michener, 1937)","POINT (-117.45 34.95)","KU","PRESERVED_SPECIMEN","37afbf71-1ed6-11e3-bfac-90b11c41863e","233018","1936-05-16T00:00:00",1936,5,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Dufourea nemophilae",NA,"Dufourea nemophilae",34.95,-117.45
"353","Osmia pusilla Cresson, 1864","POINT (-117.45 34.95)","KU","PRESERVED_SPECIMEN","3f812e7c-1ed6-11e3-bfac-90b11c41863e","440392","1936-05-16T00:00:00",1936,5,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia pusilla",NA,"Osmia pusilla",34.95,-117.45
"354","Andrena mohavensis Ribble, 1974","POINT (-117.585 34.99444)","KU","PRESERVED_SPECIMEN","428254d8-1ed6-11e3-bfac-90b11c41863e","979255","1963-03-30T00:00:00",1963,3,30,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena mohavensis",NA,"Andrena mohavensis",34.99444,-117.585
"355","Hylaeus basalis (Smith, 1853)","POINT (-117.45 34.95)","KU","PRESERVED_SPECIMEN","4494ce8f-1ed6-11e3-bfac-90b11c41863e","994180","1936-05-16T00:00:00",1936,5,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Hylaeus basalis",NA,"Hylaeus basalis",34.95,-117.45
"356","Osmia cyanella Cockerell, 1897","POINT (-117.45 34.95)","KU","PRESERVED_SPECIMEN","2435e8da-1ed6-11e3-bfac-90b11c41863e","464426","1936-05-16T00:00:00",1936,5,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Osmia cyanella",NA,"Osmia cyanella",34.95,-117.45
"357","Anthophorula nevadensis (Timberlake, 1980)","POINT (-117.6573 36.48722)","KU","PRESERVED_SPECIMEN","367d0b75-1ed6-11e3-bfac-90b11c41863e","432311","1980-07-27T00:00:00",1980,7,27,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Anthophorula nevadensis",NA,"Anthophorula nevadensis",36.48722,-117.6573
"358","Andrena candidiformis Viereck & Cockerell, 1914","POINT (-117.45 34.95)","KU","PRESERVED_SPECIMEN","3ee9902e-1ed6-11e3-bfac-90b11c41863e","377295","1936-05-16T00:00:00",1936,5,16,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena candidiformis",NA,"Andrena candidiformis",34.95,-117.45
"359","Ashmeadiella cazieri Michener, 1939","POINT (-117.1764 36.29278)","KU","PRESERVED_SPECIMEN","3f88331b-1ed6-11e3-bfac-90b11c41863e","449660","1937-05-25T00:00:00",1937,5,25,"","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Ashmeadiella cazieri",NA,"Ashmeadiella cazieri",36.29278,-117.1764
"360","Neopasites cressoni Crawford, 1916","POINT (-116.58 34.0469)","University of Central Florida Collection of Arthopods (UCFC)","PRESERVED_SPECIMEN","urn:lsid:biosci.ohio-state.edu:osuc_occurrences:UCFC__0__282__721","UCFC 0 282 721","1957-04-24T00:00:00",1957,4,24,"","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Neopasites cressoni",NA,"Neopasites cressoni",34.0469,-116.58
"361","Perdita koebelei Timberlake, 1964","POINT (-117.1167 36.1167)","University of Central Florida Collection of Arthopods (UCFC)","PRESERVED_SPECIMEN","urn:lsid:biosci.ohio-state.edu:osuc_occurrences:UCFC__0__300__471","UCFC 0 300 471","1957-04-25T00:00:00",1957,4,25,"","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Perdita koebelei",NA,"Perdita koebelei",36.1167,-117.1167
"362","Andrena nigra Provancher, 1895","POINT (-117.46867 34.92081)","TAMU","PRESERVED_SPECIMEN","aa1d4d33-5fdc-4daf-86aa-0909c9ffea51","X1323482","1964-04-11T00:00:00",1964,4,11,"georeferencing complete","Animalia","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena nigra",NA,"Andrena nigra",34.92081,-117.46867
